#Assembly 1	Assembly 2
A01p00020.1_BnaDARv10-PA	CDY61895.1
C05p40100.1_BnaDARv10-PA	CDY10327.1
C05p40120.1_BnaDARv10-PA	CDY10325.1
C05p40150.1_BnaDARv10-PA	CDY10322.1
C05p40200.1_BnaDARv10-PA	CDY10319.1
C05p40210.1_BnaDARv10-PA	CDY10679.1
C05p40250.1_BnaDARv10-PA	CDY10314.1
C05p40260.1_BnaDARv10-PA	CDY10313.1
C05p40270.1_BnaDARv10-PA	CDY10312.1
C05p40280.1_BnaDARv10-PA	CDY10311.1
C05p40300.1_BnaDARv10-PA	CDY10310.1
C05p40310.1_BnaDARv10-PA	CDY10309.1
C05p40330.1_BnaDARv10-PA	CDY54821.1
C05p40340.1_BnaDARv10-PA	CDY54822.1
C05p40370.1_BnaDARv10-PA	CDY10306.1
C05p40400.1_BnaDARv10-PA	CDY10302.1
C05p40420.1_BnaDARv10-PA	CDY10298.1
C05p40440.1_BnaDARv10-PA	CDY10296.1
C05p40450.1_BnaDARv10-PA	CDY10294.1
C05p40490.1_BnaDARv10-PA	CDY26261.1
C05p40540.1_BnaDARv10-PA	CDY65610.1
C05p40570.1_BnaDARv10-PA	CDY68407.1
C05p40580.1_BnaDARv10-PA	CDY63977.1
C05p40600.1_BnaDARv10-PA	CDY10652.1
C05p40620.1_BnaDARv10-PA	CDY10291.1
C05p40630.1_BnaDARv10-PA	CDY10290.1
C05p40640.1_BnaDARv10-PA	CDY10289.1
C05p40650.1_BnaDARv10-PA	CDY10288.1
C05p40660.1_BnaDARv10-PA	CDY10287.1
C05p40670.1_BnaDARv10-PA	CDY10286.1
C05p40680.1_BnaDARv10-PA	CDY10285.1
C05p40720.1_BnaDARv10-PA	CDY38302.1
C05p40730.1_BnaDARv10-PA	CDY38303.1
C05p40740.1_BnaDARv10-PA	CDY38304.1
C05p40750.1_BnaDARv10-PA	CDY38305.1
C05p40760.1_BnaDARv10-PA	CDY38306.1
C05p40770.1_BnaDARv10-PA	CDY38307.1
C05p40780.1_BnaDARv10-PA	CDY38308.1
C05p40790.1_BnaDARv10-PA	CDY72209.1
C05p40810.1_BnaDARv10-PA	CDY38310.1
C05p40820.1_BnaDARv10-PA	CDY38311.1
C05p40830.1_BnaDARv10-PA	CDY38312.1
C05p40840.1_BnaDARv10-PA	CDY38313.1
C05p40850.1_BnaDARv10-PA	CDY38314.1
C05p40860.1_BnaDARv10-PA	CDY38315.1
C05p40900.1_BnaDARv10-PA	CDY38318.1
C05p40920.1_BnaDARv10-PA	CDY38320.1
C05p40930.1_BnaDARv10-PA	CDY38321.1
C05p40940.1_BnaDARv10-PA	CDY38322.1
C05p41000.1_BnaDARv10-PA	CDY38326.1
C05p41010.1_BnaDARv10-PA	CDY37410.1
C05p41020.1_BnaDARv10-PA	CDY37409.1
C05p41040.1_BnaDARv10-PA	CDY37407.1
C05p41050.1_BnaDARv10-PA	CDY37408.1
C05p41060.1_BnaDARv10-PA	CDY37405.1
C05p41070.1_BnaDARv10-PA	CDY37404.1
C05p41090.1_BnaDARv10-PA	CDY37402.1
C05p41100.1_BnaDARv10-PA	CDY37401.1
C05p41110.1_BnaDARv10-PA	CDY37400.1
C05p41120.1_BnaDARv10-PA	CDY37398.1
C05p41160.1_BnaDARv10-PA	CDY10623.1
C05p41180.1_BnaDARv10-PA	CDY37391.1
C05p41190.1_BnaDARv10-PA	CDY37390.1
C05p41210.1_BnaDARv10-PA	CDY37388.1
C05p41220.1_BnaDARv10-PA	CDY37389.1
C05p41250.1_BnaDARv10-PA	CDY37385.1
C05p41280.1_BnaDARv10-PA	CDY37382.1
C05p41290.1_BnaDARv10-PA	CDY37381.1
C05p41310.1_BnaDARv10-PA	CDY37380.1
C05p41320.1_BnaDARv10-PA	CDY37379.1
C05p41330.1_BnaDARv10-PA	CDY37378.1
C05p41340.1_BnaDARv10-PA	CDY37377.1
C05p41360.1_BnaDARv10-PA	CDY52059.1
C05p41380.1_BnaDARv10-PA	CDY52060.1
C05p41390.1_BnaDARv10-PA	CDY52062.1
C05p41430.1_BnaDARv10-PA	CDY33154.1
C05p41440.1_BnaDARv10-PA	CDY56398.1
C05p41450.1_BnaDARv10-PA	CDY33152.1
C05p41460.1_BnaDARv10-PA	CDY33151.1
C05p41490.1_BnaDARv10-PA	CDY33149.1
C05p41500.1_BnaDARv10-PA	CDY33148.1
C05p41510.1_BnaDARv10-PA	CDY54190.1
C05p41520.1_BnaDARv10-PA	CDY54188.1
C05p41560.1_BnaDARv10-PA	CDY54186.1
C05p41590.1_BnaDARv10-PA	CDY33143.1
C05p41610.1_BnaDARv10-PA	CDY33142.1
C05p41630.1_BnaDARv10-PA	CDY33138.1
C05p41640.1_BnaDARv10-PA	CDY33137.1
C05p41690.1_BnaDARv10-PA	CDY33134.1
C05p41700.1_BnaDARv10-PA	CDY33133.1
C05p41710.1_BnaDARv10-PA	CDY33132.1
C05p41730.1_BnaDARv10-PA	CDY33129.1
C05p41750.1_BnaDARv10-PA	CDY66610.1
C05p41790.1_BnaDARv10-PA	CDY54961.1
C05p41810.1_BnaDARv10-PA	CDY15556.1
C05p41820.1_BnaDARv10-PA	CDY44318.1
C05p41840.1_BnaDARv10-PA	CDY44320.1
C05p41850.1_BnaDARv10-PA	CDY44321.1
C05p41860.1_BnaDARv10-PA	CDY44323.1
C05p41870.1_BnaDARv10-PA	CDY44324.1
C05p41900.1_BnaDARv10-PA	CDY44326.1
C05p41910.1_BnaDARv10-PA	CDY44327.1
C05p41920.1_BnaDARv10-PA	CDY44328.1
C05p41930.1_BnaDARv10-PA	CDY44330.1
C05p41940.1_BnaDARv10-PA	CDY44331.1
C05p41970.1_BnaDARv10-PA	CDY44334.1
C05p41980.1_BnaDARv10-PA	CDY44335.1
C05p41990.1_BnaDARv10-PA	CDY44336.1
C05p42000.1_BnaDARv10-PA	CDY44337.1
C05p42070.1_BnaDARv10-PA	CDY55284.1
C05p42080.1_BnaDARv10-PA	CDY55285.1
C05p42090.1_BnaDARv10-PA	CDY55286.1
C05p42100.1_BnaDARv10-PA	CDY51446.1
C05p42110.1_BnaDARv10-PA	CDY51447.1
C05p42140.1_BnaDARv10-PA	CDY62045.1
C05p42190.1_BnaDARv10-PA	CDY56915.1
C05p42200.1_BnaDARv10-PA	CDY56916.1
C05p42210.1_BnaDARv10-PA	CDY56917.1
C05p42220.1_BnaDARv10-PA	CDY56918.1
C05p42230.1_BnaDARv10-PA	CDY56919.1
C05p42240.1_BnaDARv10-PA	CDY56921.1
C05p42250.1_BnaDARv10-PA	CDY56922.1
C05p42260.1_BnaDARv10-PA	CDY56923.1
C05p42290.1_BnaDARv10-PA	CDY70846.1
C05p42300.1_BnaDARv10-PA	CDY53356.1
C05p42310.1_BnaDARv10-PA	CDY70846.1
C05p42340.1_BnaDARv10-PA	CDY69240.1
C05p42450.1_BnaDARv10-PA	CDY71190.1
C05p42470.1_BnaDARv10-PA	CDY32131.1
C05p42480.1_BnaDARv10-PA	CDY68920.1
C05p42580.1_BnaDARv10-PA	CDY50069.1
C05p42640.1_BnaDARv10-PA	CDY50071.1
C05p42660.1_BnaDARv10-PA	CDY50074.1
C05p42670.1_BnaDARv10-PA	CDY50075.1
C05p42680.1_BnaDARv10-PA	CDY50076.1
C05p42690.1_BnaDARv10-PA	CDY50077.1
C05p42700.1_BnaDARv10-PA	CDY50078.1
C05p42710.1_BnaDARv10-PA	CDY50079.1
C05p42810.1_BnaDARv10-PA	CDY70407.1
C05p42830.1_BnaDARv10-PA	CDY72509.1
C05p42880.1_BnaDARv10-PA	CDY70390.1
C05p42940.1_BnaDARv10-PA	CDY72555.1
C05p42950.1_BnaDARv10-PA	CDY62762.1
C05p42960.1_BnaDARv10-PA	CDY62761.1
C05p42980.1_BnaDARv10-PA	CDY62757.1
C05p42990.1_BnaDARv10-PA	CDY62756.1
C05p43010.1_BnaDARv10-PA	CDY61513.1
C05p43020.1_BnaDARv10-PA	CDY61515.1
C05p43110.1_BnaDARv10-PA	CDY19588.1
C05p43130.1_BnaDARv10-PA	CDY19590.1
C05p43160.1_BnaDARv10-PA	CDY19593.1
C05p43180.1_BnaDARv10-PA	CDY19594.1
C05p43190.1_BnaDARv10-PA	CDY19595.1
C05p43240.1_BnaDARv10-PA	CDY19600.1
C05p43250.1_BnaDARv10-PA	CDY19601.1
C05p43260.1_BnaDARv10-PA	CDY19602.1
C05p43280.1_BnaDARv10-PA	CDY27561.1
C05p43290.1_BnaDARv10-PA	CDY19604.1
C05p43300.1_BnaDARv10-PA	CDY19605.1
C05p43360.1_BnaDARv10-PA	CDY33396.1
C05p43390.1_BnaDARv10-PA	CDY29462.1
C05p43420.1_BnaDARv10-PA	CDY29460.1
C05p43460.1_BnaDARv10-PA	CDY71686.1
C05p43470.1_BnaDARv10-PA	CDY56255.1
C05p43490.1_BnaDARv10-PA	CDY56258.1
C05p43510.1_BnaDARv10-PA	CDY56260.1
C05p43540.1_BnaDARv10-PA	CDY56263.1
C05p43570.1_BnaDARv10-PA	CDY29453.1
C05p43580.1_BnaDARv10-PA	CDY19617.1
C05p43600.1_BnaDARv10-PA	CDY29449.1
C05p43610.1_BnaDARv10-PA	CDY29448.1
C05p43630.1_BnaDARv10-PA	CDY29446.1
C05p43680.1_BnaDARv10-PA	CDY29444.1
C05p43720.1_BnaDARv10-PA	CDY29440.1
C05p43750.1_BnaDARv10-PA	CDY29439.1
C05p43760.1_BnaDARv10-PA	CDY29438.1
C05p43770.1_BnaDARv10-PA	CDY29437.1
C05p43780.1_BnaDARv10-PA	CDY29436.1
C05p43800.1_BnaDARv10-PA	CDY29435.1
C05p43810.1_BnaDARv10-PA	CDY29434.1
C05p43850.1_BnaDARv10-PA	CDY29834.1
C05p43870.1_BnaDARv10-PA	CDY54651.1
C05p43880.1_BnaDARv10-PA	CDY29830.1
C05p43890.1_BnaDARv10-PA	CDY29829.1
C05p43900.1_BnaDARv10-PA	CDY29828.1
C05p43910.1_BnaDARv10-PA	CDY29827.1
C05p43940.1_BnaDARv10-PA	CDY29825.1
C05p43970.1_BnaDARv10-PA	CDY29822.1
C05p43980.1_BnaDARv10-PA	CDY29821.1
C05p44000.1_BnaDARv10-PA	CDY29820.1
C05p44020.1_BnaDARv10-PA	CDY29817.1
C05p44030.1_BnaDARv10-PA	CDY29816.1
C05p44040.1_BnaDARv10-PA	CDY29815.1
C05p44050.1_BnaDARv10-PA	CDY29814.1
C05p44060.1_BnaDARv10-PA	CDY29813.1
C05p44070.1_BnaDARv10-PA	CDY29811.1
C05p44080.1_BnaDARv10-PA	CDY68142.1
C05p44100.1_BnaDARv10-PA	CDY29810.1
C05p44130.1_BnaDARv10-PA	CDY29807.1
C05p44140.1_BnaDARv10-PA	CDY29806.1
C05p44150.1_BnaDARv10-PA	CDY29805.1
C05p44160.1_BnaDARv10-PA	CDY29804.1
C05p44170.1_BnaDARv10-PA	CDY29803.1
C05p44180.1_BnaDARv10-PA	CDY29802.1
C05p44190.1_BnaDARv10-PA	CDY29801.1
C05p44200.1_BnaDARv10-PA	CDY29800.1
C05p44210.1_BnaDARv10-PA	CDY29799.1
C05p44220.1_BnaDARv10-PA	CDY29798.1
C05p44230.1_BnaDARv10-PA	CDY29797.1
C05p44250.1_BnaDARv10-PA	CDY29794.1
C05p44300.1_BnaDARv10-PA	CDY29791.1
C05p44310.1_BnaDARv10-PA	CDY29790.1
C05p44330.1_BnaDARv10-PA	CDY29789.1
C05p44380.1_BnaDARv10-PA	CDY25389.1
C05p44390.1_BnaDARv10-PA	CDY29784.1
C05p44420.1_BnaDARv10-PA	CDY24555.1
C05p44430.1_BnaDARv10-PA	CDY24556.1
C05p44440.1_BnaDARv10-PA	CDY24557.1
C05p44460.1_BnaDARv10-PA	CDY24561.1
C05p44470.1_BnaDARv10-PA	CDY24563.1
C05p44490.1_BnaDARv10-PA	CDY24565.1
C05p44550.1_BnaDARv10-PA	CDY24573.1
C05p44560.1_BnaDARv10-PA	CDY24576.1
C05p44570.1_BnaDARv10-PA	CDY24579.1
C05p44580.1_BnaDARv10-PA	CDY24580.1
C05p44650.1_BnaDARv10-PA	CDY24588.1
C05p44660.1_BnaDARv10-PA	CDY24589.1
C05p44670.1_BnaDARv10-PA	CDY24591.1
C05p44690.1_BnaDARv10-PA	CDY24592.1
C05p44720.1_BnaDARv10-PA	CDY24595.1
C05p44780.1_BnaDARv10-PA	CDY24597.1
C05p44790.1_BnaDARv10-PA	CDY24598.1
C05p44800.1_BnaDARv10-PA	CDY24599.1
C05p44820.1_BnaDARv10-PA	CDY24600.1
C05p44860.1_BnaDARv10-PA	CDY24605.1
C05p44930.1_BnaDARv10-PA	CDY24608.1
C05p44990.1_BnaDARv10-PA	CDY24614.1
C05p45020.1_BnaDARv10-PA	CDY24616.1
C05p45030.1_BnaDARv10-PA	CDY24617.1
C05p45040.1_BnaDARv10-PA	CDY24618.1
C05p45050.1_BnaDARv10-PA	CDY24619.1
C05p45080.1_BnaDARv10-PA	CDY24622.1
C05p45090.1_BnaDARv10-PA	CDY24623.1
C05p45110.1_BnaDARv10-PA	CDY24624.1
C05p45120.1_BnaDARv10-PA	CDY50921.1
C05p45130.1_BnaDARv10-PA	CDY24626.1
C05p45140.1_BnaDARv10-PA	CDY24627.1
C05p45160.1_BnaDARv10-PA	CDY51699.1
C05p45170.1_BnaDARv10-PA	CDY58862.1
C05p45200.1_BnaDARv10-PA	CDY58860.1
C05p45210.1_BnaDARv10-PA	CDY58858.1
C05p45250.1_BnaDARv10-PA	CDY58857.1
C05p45500.1_BnaDARv10-PA	CDY46166.1
C05p45510.1_BnaDARv10-PA	CDY46167.1
C05p45520.1_BnaDARv10-PA	CDY67693.1
C05p45540.1_BnaDARv10-PA	CDY50150.1
C05p45560.1_BnaDARv10-PA	CDY46171.1
C05p45580.1_BnaDARv10-PA	CDY46173.1
C05p45590.1_BnaDARv10-PA	CDY46174.1
C05p45630.1_BnaDARv10-PA	CDY63395.1
C05p45640.1_BnaDARv10-PA	CDY63393.1
C05p45650.1_BnaDARv10-PA	CDY63391.1
C05p45700.1_BnaDARv10-PA	CDY46179.1
C05p46200.1_BnaDARv10-PA	CDY10835.1
C05p46350.1_BnaDARv10-PA	CDY65790.1
C05p46390.1_BnaDARv10-PA	CDY69351.1
C05p46400.1_BnaDARv10-PA	CDY69350.1
C05p46520.1_BnaDARv10-PA	CDY69192.1
C05p46690.1_BnaDARv10-PA	CDY18548.1
C05p46740.1_BnaDARv10-PA	CDY18545.1
C05p46810.1_BnaDARv10-PA	CDY18539.1
C05p46930.1_BnaDARv10-PA	CDY33209.1
C05p47080.1_BnaDARv10-PA	CDY62798.1
C05p47090.1_BnaDARv10-PA	CDY62799.1
C05p47100.1_BnaDARv10-PA	CDY62800.1
C05p47110.1_BnaDARv10-PA	CDY24487.1
C05p47150.1_BnaDARv10-PA	CDY24484.1
C05p47170.1_BnaDARv10-PA	CDY24483.1
C05p47180.1_BnaDARv10-PA	CDY24482.1
C05p47190.1_BnaDARv10-PA	CDY24481.1
C05p47200.1_BnaDARv10-PA	CDY24480.1
C05p47260.1_BnaDARv10-PA	CDY53404.1
C05p47280.1_BnaDARv10-PA	CDY53403.1
C05p47300.1_BnaDARv10-PA	CDY53401.1
C05p47340.1_BnaDARv10-PA	CDY67594.1
C05p47350.1_BnaDARv10-PA	CDY67593.1
C05p47360.1_BnaDARv10-PA	CDY67592.1
C05p47380.1_BnaDARv10-PA	CDY24479.1
C05p47390.1_BnaDARv10-PA	CDY24478.1
C05p47400.1_BnaDARv10-PA	CDY24477.1
C05p47440.1_BnaDARv10-PA	CDY24474.1
C05p47450.1_BnaDARv10-PA	CDY24473.1
C05p47540.1_BnaDARv10-PA	CDY24465.1
C05p47580.1_BnaDARv10-PA	CDY24461.1
C05p47590.1_BnaDARv10-PA	CDY24460.1
C05p47600.1_BnaDARv10-PA	CDY24459.1
C05p47640.1_BnaDARv10-PA	CDY24457.1
C05p47650.1_BnaDARv10-PA	CDY24456.1
C05p47660.1_BnaDARv10-PA	CDY24455.1
C05p47670.1_BnaDARv10-PA	CDY24454.1
C05p47680.1_BnaDARv10-PA	CDY24452.1
C05p47690.1_BnaDARv10-PA	CDY24451.1
C05p47760.1_BnaDARv10-PA	CDY69455.1
C05p47790.1_BnaDARv10-PA	CDY24442.1
C05p47800.1_BnaDARv10-PA	CDY24441.1
C05p47810.1_BnaDARv10-PA	CDY24440.1
C05p47820.1_BnaDARv10-PA	CDY66367.1
C05p47830.1_BnaDARv10-PA	CDY24439.1
C05p47890.1_BnaDARv10-PA	CDY71511.1
C05p47900.1_BnaDARv10-PA	CDY24433.1
C05p47910.1_BnaDARv10-PA	CDY24432.1
C05p47920.1_BnaDARv10-PA	CDY24431.1
C05p47990.1_BnaDARv10-PA	CDY07555.1
C05p48050.1_BnaDARv10-PA	CDY18497.1
C05p48150.1_BnaDARv10-PA	CDY49620.1
C05p48170.1_BnaDARv10-PA	CDY49622.1
C05p48270.1_BnaDARv10-PA	CDY66655.1
C05p48280.1_BnaDARv10-PA	CDY66656.1
C05p48300.1_BnaDARv10-PA	CDY66658.1
C05p48530.1_BnaDARv10-PA	CDY49832.1
C05p48580.1_BnaDARv10-PA	CDY46883.1
C05p48830.1_BnaDARv10-PA	CDY70788.1
C05p48880.1_BnaDARv10-PA	CDY66525.1
C05p48900.1_BnaDARv10-PA	CDY72217.1
C05p48910.1_BnaDARv10-PA	CDY72218.1
C05p48970.1_BnaDARv10-PA	CDY66386.1
C05p48980.1_BnaDARv10-PA	CDY66385.1
C05p48990.1_BnaDARv10-PA	CDY66384.1
C05p49310.1_BnaDARv10-PA	CDY72175.1
C05p49320.1_BnaDARv10-PA	CDY69003.1
C05p49580.1_BnaDARv10-PA	CDY62404.1
C05p49590.1_BnaDARv10-PA	CDY62405.1
C05p49600.1_BnaDARv10-PA	CDY62407.1
C05p49630.1_BnaDARv10-PA	CDY43119.1
C05p49670.1_BnaDARv10-PA	CDY28859.1
C05p49680.1_BnaDARv10-PA	CDY71078.1
C05p49720.1_BnaDARv10-PA	CDY43111.1
C05p49740.1_BnaDARv10-PA	CDY43109.1
C05p49760.1_BnaDARv10-PA	CDY43107.1
C05p49780.1_BnaDARv10-PA	CDY43105.1
C05p49790.1_BnaDARv10-PA	CDY43104.1
C05p49800.1_BnaDARv10-PA	CDY43103.1
C05p49810.1_BnaDARv10-PA	CDY43102.1
C05p49840.1_BnaDARv10-PA	CDY43099.1
C05p49850.1_BnaDARv10-PA	CDY43097.1
C05p49890.1_BnaDARv10-PA	CDY43096.1
C05p49900.1_BnaDARv10-PA	CDY43095.1
C05p49930.1_BnaDARv10-PA	CDY43093.1
C05p49940.1_BnaDARv10-PA	CDY43092.1
C05p49960.1_BnaDARv10-PA	CDY43091.1
C05p49970.1_BnaDARv10-PA	CDY43090.1
C05p50000.1_BnaDARv10-PA	CDY43085.1
C05p50060.1_BnaDARv10-PA	CDY30169.1
C05p50080.1_BnaDARv10-PA	CDY56196.1
C05p50090.1_BnaDARv10-PA	CDY56195.1
C05p50130.1_BnaDARv10-PA	CDY30163.1
C05p50150.1_BnaDARv10-PA	CDY30161.1
C05p50160.1_BnaDARv10-PA	CDY30160.1
C05p50170.1_BnaDARv10-PA	CDY30159.1
C05p50180.1_BnaDARv10-PA	CDY30158.1
C05p50210.1_BnaDARv10-PA	CDY30154.1
C05p50220.1_BnaDARv10-PA	CDY30152.1
C05p50230.1_BnaDARv10-PA	CDY30151.1
C05p50240.1_BnaDARv10-PA	CDY30150.1
C05p50250.1_BnaDARv10-PA	CDY30149.1
C05p50290.1_BnaDARv10-PA	CDY30145.1
C05p50300.1_BnaDARv10-PA	CDY30143.1
C05p50310.1_BnaDARv10-PA	CDY30142.1
C05p50320.1_BnaDARv10-PA	CDY30141.1
C05p50330.1_BnaDARv10-PA	CDY30140.1
C05p50340.1_BnaDARv10-PA	CDY30139.1
C05p50350.1_BnaDARv10-PA	CDY30138.1
C05p50360.1_BnaDARv10-PA	CDY30137.1
C05p50370.1_BnaDARv10-PA	CDY30136.1
C05p50380.1_BnaDARv10-PA	CDY30135.1
C05p50390.1_BnaDARv10-PA	CDY30134.1
C05p50400.1_BnaDARv10-PA	CDY30133.1
C05p50410.1_BnaDARv10-PA	CDY30132.1
C05p50420.1_BnaDARv10-PA	CDY30131.1
C05p50430.1_BnaDARv10-PA	CDY30130.1
C05p50440.1_BnaDARv10-PA	CDY30129.1
C05p50450.1_BnaDARv10-PA	CDY30128.1
C05p50460.1_BnaDARv10-PA	CDY30127.1
C05p50470.1_BnaDARv10-PA	CDY30126.1
C05p50490.1_BnaDARv10-PA	CDY30123.1
C05p50510.1_BnaDARv10-PA	CDY30120.1
C05p50520.1_BnaDARv10-PA	CDY30119.1
C05p50530.1_BnaDARv10-PA	CDY30118.1
C05p50540.1_BnaDARv10-PA	CDY30117.1
C05p50550.1_BnaDARv10-PA	CDY30116.1
C05p50560.1_BnaDARv10-PA	CDY30115.1
C05p50570.1_BnaDARv10-PA	CDY30114.1
C05p50580.1_BnaDARv10-PA	CDY30113.1
C05p50600.1_BnaDARv10-PA	CDY30111.1
C05p50610.1_BnaDARv10-PA	CDY30109.1
C05p50620.1_BnaDARv10-PA	CDY30108.1
C05p50630.1_BnaDARv10-PA	CDY72633.1
C05p50640.1_BnaDARv10-PA	CDY30107.1
C05p50660.1_BnaDARv10-PA	CDY30105.1
C05p50680.1_BnaDARv10-PA	CDY30103.1
C05p50690.1_BnaDARv10-PA	CDY30102.1
C05p50720.1_BnaDARv10-PA	CDY30100.1
C05p50740.1_BnaDARv10-PA	CDY30097.1
C05p50760.1_BnaDARv10-PA	CDY30095.1
C05p50770.1_BnaDARv10-PA	CDY30094.1
C05p50780.1_BnaDARv10-PA	CDY30093.1
C05p50790.1_BnaDARv10-PA	CDY30091.1
C05p50810.1_BnaDARv10-PA	CDY30088.1
C05p50820.1_BnaDARv10-PA	CDY30087.1
C05p50900.1_BnaDARv10-PA	CDY61338.1
C05p50950.1_BnaDARv10-PA	CDY60083.1
C05p50970.1_BnaDARv10-PA	CDY71862.1
C05p50990.1_BnaDARv10-PA	CDY44609.1
C05p51000.1_BnaDARv10-PA	CDY44610.1
C05p51010.1_BnaDARv10-PA	CDY62961.1
C05p51080.1_BnaDARv10-PA	CDY44617.1
C05p51130.1_BnaDARv10-PA	CDY71584.1
C05p51140.1_BnaDARv10-PA	CDY64161.1
C05p51180.1_BnaDARv10-PA	CDY18295.1
C05p51190.1_BnaDARv10-PA	CDY18296.1
C05p51220.1_BnaDARv10-PA	CDY54595.1
C05p51310.1_BnaDARv10-PA	CDY42462.1
C05p51340.1_BnaDARv10-PA	CDY62994.1
C05p51370.1_BnaDARv10-PA	CDY64620.1
C05p51420.1_BnaDARv10-PA	CDY55070.1
C05p51430.1_BnaDARv10-PA	CDY67735.1
C05p51440.1_BnaDARv10-PA	CDY55072.1
C05p51460.1_BnaDARv10-PA	CDY61125.1
C05p51470.1_BnaDARv10-PA	CDY61124.1
C05p51510.1_BnaDARv10-PA	CDY46975.1
C05p51530.1_BnaDARv10-PA	CDY46979.1
C05p51560.1_BnaDARv10-PA	CDY65444.1
C05p51570.1_BnaDARv10-PA	CDY71330.1
C05p51590.1_BnaDARv10-PA	CDY20133.1
C05p51690.1_BnaDARv10-PA	CDY56821.1
C05p51720.1_BnaDARv10-PA	CDY56826.1
C05p51730.1_BnaDARv10-PA	CDY56827.1
C05p51750.1_BnaDARv10-PA	CDY56830.1
C05p51850.1_BnaDARv10-PA	CDY20119.1
C05p51860.1_BnaDARv10-PA	CDY72663.1
C05p51870.1_BnaDARv10-PA	CDY72663.1
C05p52140.1_BnaDARv10-PA	CDY68521.1
C05p52150.1_BnaDARv10-PA	CDY68522.1
C05p52160.1_BnaDARv10-PA	CDY68595.1
C05p52170.1_BnaDARv10-PA	CDY68596.1
C05p52280.1_BnaDARv10-PA	CDY70896.1
C05p52910.1_BnaDARv10-PA	CDY39115.1
C05p52980.1_BnaDARv10-PA	CDY70869.1
C05p53220.1_BnaDARv10-PA	CDY65932.1
C05p53380.1_BnaDARv10-PA	CDY72326.1
C05p53410.1_BnaDARv10-PA	CDY70701.1
C05p53420.1_BnaDARv10-PA	CDY52275.1
C05p53440.1_BnaDARv10-PA	CDY52273.1
C05p53450.1_BnaDARv10-PA	CDY52271.1
C05p53460.1_BnaDARv10-PA	CDY52270.1
C05p53470.1_BnaDARv10-PA	CDY52269.1
C05p53480.1_BnaDARv10-PA	CDY52268.1
C05p53490.1_BnaDARv10-PA	CDY52267.1
C05p53520.1_BnaDARv10-PA	CDY52264.1
C05p53530.1_BnaDARv10-PA	CDY52263.1
C05p53540.1_BnaDARv10-PA	CDY52262.1
C05p53550.1_BnaDARv10-PA	CDY52261.1
C05p53560.1_BnaDARv10-PA	CDY52260.1
C05p53570.1_BnaDARv10-PA	CDY52259.1
C05p53580.1_BnaDARv10-PA	CDY52258.1
C05p53640.1_BnaDARv10-PA	CDY65328.1
C05p53650.1_BnaDARv10-PA	CDY65327.1
C05p53710.1_BnaDARv10-PA	CDY55214.1
C05p53760.1_BnaDARv10-PA	CDY55210.1
C05p53770.1_BnaDARv10-PA	CDY55209.1
C05p53780.1_BnaDARv10-PA	CDY55207.1
C05p53800.1_BnaDARv10-PA	CDY39079.1
C05p53820.1_BnaDARv10-PA	CDY55204.1
C05p53850.1_BnaDARv10-PA	CDY21193.1
C05p53910.1_BnaDARv10-PA	CDY55231.1
C05p53920.1_BnaDARv10-PA	CDY55232.1
C05p53930.1_BnaDARv10-PA	CDY55234.1
C05p53940.1_BnaDARv10-PA	CDY55235.1
C05p53950.1_BnaDARv10-PA	CDY55236.1
C05p53960.1_BnaDARv10-PA	CDY55238.1
C05p53980.1_BnaDARv10-PA	CDY67430.1
C05p53990.1_BnaDARv10-PA	CDY23646.1
C05p54020.1_BnaDARv10-PA	CDY23644.1
C05p54040.1_BnaDARv10-PA	CDY23642.1
C05p54050.1_BnaDARv10-PA	CDY23641.1
C05p54060.1_BnaDARv10-PA	CDY23640.1
C05p54080.1_BnaDARv10-PA	CDY23637.1
C05p54090.1_BnaDARv10-PA	CDY23636.1
C05p54130.1_BnaDARv10-PA	CDY23634.1
C05p54140.1_BnaDARv10-PA	CDY23632.1
C05p54150.1_BnaDARv10-PA	CDY23631.1
C05p54160.1_BnaDARv10-PA	CDY23630.1
C05p54180.1_BnaDARv10-PA	CDY23629.1
C05p54190.1_BnaDARv10-PA	CDY23628.1
C05p54200.1_BnaDARv10-PA	CDY23627.1
C05p54220.1_BnaDARv10-PA	CDY23626.1
C05p54230.1_BnaDARv10-PA	CDY23625.1
C05p54240.1_BnaDARv10-PA	CDY23624.1
C05p54260.1_BnaDARv10-PA	CDY23623.1
C05p54290.1_BnaDARv10-PA	CDY23620.1
C05p54320.1_BnaDARv10-PA	CDY23617.1
C05p54330.1_BnaDARv10-PA	CDY59254.1
C05p54340.1_BnaDARv10-PA	CDY23615.1
C05p54360.1_BnaDARv10-PA	CDY23613.1
C05p54390.1_BnaDARv10-PA	CDY23609.1
C05p54400.1_BnaDARv10-PA	CDY23608.1
C05p54420.1_BnaDARv10-PA	CDY23607.1
C05p54430.1_BnaDARv10-PA	CDY23606.1
C05p54460.1_BnaDARv10-PA	CDY23602.1
C05p54470.1_BnaDARv10-PA	CDY43990.1
C05p54480.1_BnaDARv10-PA	CDY23599.1
C05p54490.1_BnaDARv10-PA	CDY23598.1
C05p54500.1_BnaDARv10-PA	CDY23597.1
C05p54510.1_BnaDARv10-PA	CDY23596.1
C05p54520.1_BnaDARv10-PA	CDY23595.1
C05p54550.1_BnaDARv10-PA	CDY23594.1
C05p54560.1_BnaDARv10-PA	CDY23593.1
